0.06453579,0.21193674
0.077930056,0.1961023
0.09680554,0.17722118
0.09984786,0.17417789
0.12785393,0.14372723
0.15951306,0.11571252
0.16797787,0.108705096
0.19482508,0.08647992
0.2325725,0.058465365
0.24163012,0.051743224
0.27275512,0.03532274
0.3165908,0.017052343
0.33008394,0.013591539
0.36407945,0.0048720767
0.4127857,0.0
0.42677537,9.995529E-4
0.46392727,0.003654169
0.5150689,0.015834434
0.5219307,0.018178178
0.56499285,0.032886777
0.6136991,0.05968342
0.62845665,0.0691463
0.6611877,0.090134084
0.7038057,0.12789279
0.72070605,0.14286615
0.74398834,0.17052372
0.7780827,0.21924478
0.78694874,0.23288898
0.8097418,0.267966
0.83531266,0.31912303
0.84455746,0.33761832
0.85723037,0.3702802
0.8730599,0.42021933
0.87672794,0.43289444
0.8864542,0.46650428
0.89376014,0.51278937
0.89512074,0.5286671
0.89741313,0.5554203
0.8949778,0.6004872
0.8928012,0.61703485
0.8888896,0.64677227
0.87549525,0.6979293
0.8724753,0.7074566
0.85966575,0.7478684
0.84140086,0.7990256
0.8359668,0.81424546
0.8243537,0.84531057
0.8036536,0.88550556
0.7953643,0.8993251
0.7817357,0.9220463
0.75738263,0.9512789
0.74380153,0.96225154
0.72572345,0.97685754
0.6916292,0.9926918
0.67922145,0.99488205
0.6502288,1.0
0.60395783,0.9987819
0.5821759,0.9943125
0.5564692,0.9890378
0.50654525,0.97685754
0.4887402,0.97017866
0.45783898,0.9585871
0.40913272,0.93666255
0.396149,0.92969364
0.35920876,0.90986603
0.3080672,0.8781973
0.28608665,0.86285746
0.25570798,0.84165657
0.20578402,0.7965895
0.1828036,0.7741768
0.15707776,0.7490865
0.10958911,0.6967114
0.09404056,0.676445
0.06940641,0.64433616
0.037747364,0.589525
0.027927352,0.564192
0.014611879,0.5298417
0.0024352947,0.46528623
0.0016091017,0.44297165
0.0,0.3995128
0.007305921,0.33008522
0.016130136,0.29595467
0.025570778,0.25943974
0.052359242,0.18635815
0.052359242,0.18635815
