0.79527295,0.06596313
0.7517505,0.050131932
0.6989961,0.03166231
0.63569087,0.014511903
0.5789798,0.005277092
0.55500656,0.0030970122
0.52094996,0.0
0.4602824,0.0013192932
0.44734994,0.0030441696
0.4009336,0.009234891
0.3442226,0.023746714
0.33076102,0.027191471
0.2888305,0.042216334
0.23871377,0.06596313
0.23017325,0.07157718
0.19255365,0.09630607
0.15423208,0.125056
0.15035008,0.1279683
0.113422,0.1635884
0.081769355,0.20052765
0.06996422,0.21824072
0.05539215,0.24010564
0.034290385,0.2810026
0.027213302,0.29929066
0.018464064,0.32189974
0.006594291,0.36543545
0.0039447495,0.3829278
0.0,0.40897098
0.0,0.45382583
0.0019994,0.47182584
0.005275441,0.5013192
0.017145174,0.550132
0.023252482,0.56601584
0.036928087,0.6015831
0.06462418,0.65303427
0.07539844,0.6684306
0.10155227,0.7058047
0.14639354,0.75857514
0.15936756,0.7738433
0.19914794,0.8113456
0.25585896,0.8614776
0.26466852,0.8678524
0.31784543,0.90633243
0.37587523,0.944591
0.40207034,0.9618612
0.43390512,0.9749341
0.48665953,0.9934037
0.5062497,0.9957935
0.54073286,1.0
0.58689296,0.9960423
0.6021233,0.9918872
0.6304154,0.9841688
0.6739378,0.95910287
0.67737186,0.9564435
0.7148224,0.92744064
0.75306946,0.8865435
0.76262206,0.8740479
0.7873598,0.8416887
0.81901246,0.79287595
0.82698715,0.7752423
0.8440708,0.7374671
0.85989714,0.67810035
0.8614834,0.67016655
0.87308574,0.61213714
0.8809989,0.54221636
0.88121885,0.5305583
0.8823177,0.4722956
0.87968004,0.40369397
0.8790419,0.3870972
0.8744046,0.34036934
0.86781025,0.2823219
0.8650706,0.2695327
0.8559406,0.22691303
0.8440708,0.17810032
0.83995396,0.16117038
0.8256067,0.1358839
0.8071427,0.10158308
0.80215114,0.095029786
0.7860409,0.07387873
0.7609826,0.050131932
0.75289166,0.045121875
0.7332865,0.032981604
0.70295274,0.018469702
0.696207,0.016322648
0.6739378,0.009234891
0.64756054,0.0
0.64756054,0.0
