0.0,0.078481935
0.009478676,0.07769179
0.022116903,0.07690169
0.041074254,0.07532144
0.046337318,0.07488271
0.060031593,0.073741145
0.084518164,0.071370795
0.09115182,0.07072866
0.113744065,0.0697905
0.15007898,0.06583985
0.16019459,0.06473997
0.19352292,0.061889205
0.24565561,0.05635831
0.25978693,0.054859065
0.30173776,0.049247168
0.3633491,0.042135976
0.38047546,0.040159255
0.42338073,0.03739523
0.48420224,0.034234684
0.4967861,0.03358078
0.5410743,0.033444583
0.5897411,0.02981163
0.5939968,0.02949394
0.64533967,0.025543293
0.69199586,0.021897167
0.6958926,0.021592647
0.74723536,0.02001235
0.7922591,0.017642003
0.7951553,0.017489549
0.8364929,0.015271604
0.87132335,0.011642315
0.8744076,0.011320959
0.90916276,0.00974071
0.9339278,0.0067379237
0.93522906,0.006580164
0.9549763,0.0057900157
0.96919435,0.006580164
0.96983397,0.0066157207
0.98025274,0.0073703127
0.9913112,0.006580164
0.9936802,0.0064108744
1.0,0.004209767
0.9992101,0.0010492697
0.99894786,0.0
0.99894786,0.0
